"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
39,"self-employed","married","tertiary","no",585,"yes","no","cellular",18,"nov",48,1,181,3,"failure","no"
37,"self-employed","single","tertiary","no",556,"no","no","unknown",17,"jun",200,2,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",1100,"yes","no","unknown",29,"may",660,2,-1,0,"unknown","no"
40,"admin.","single","secondary","no",2378,"yes","no","unknown",2,"jun",65,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",1143,"yes","no","cellular",17,"apr",264,1,317,1,"failure","no"
32,"management","married","tertiary","no",55,"no","no","cellular",2,"feb",124,3,-1,0,"unknown","no"
25,"unemployed","married","secondary","no",157,"yes","no","cellular",28,"jul",33,31,-1,0,"unknown","no"
66,"retired","married","primary","no",747,"no","no","telephone",28,"jan",203,3,93,1,"failure","no"
29,"blue-collar","married","secondary","no",15,"no","no","cellular",3,"jun",136,1,-1,0,"unknown","no"
38,"entrepreneur","divorced","tertiary","no",7929,"no","no","cellular",8,"jul",182,3,-1,0,"unknown","no"
40,"technician","single","tertiary","no",226,"no","no","cellular",15,"jan",176,2,-1,0,"unknown","no"
31,"entrepreneur","single","tertiary","no",1957,"no","no","cellular",4,"feb",112,3,-1,0,"unknown","no"
37,"management","married","tertiary","no",547,"yes","yes","unknown",21,"may",143,1,-1,0,"unknown","no"
29,"management","married","tertiary","no",877,"no","no","cellular",3,"feb",166,3,-1,0,"unknown","no"
49,"services","married","secondary","no",47,"no","no","unknown",5,"may",234,2,-1,0,"unknown","no"
65,"retired","divorced","primary","no",1840,"no","no","cellular",1,"jun",383,2,188,5,"failure","no"
34,"technician","single","secondary","no",1076,"no","no","cellular",8,"aug",70,2,-1,0,"unknown","no"
31,"services","single","secondary","no",0,"yes","no","unknown",28,"may",231,2,-1,0,"unknown","no"
47,"services","married","tertiary","no",871,"no","no","cellular",22,"aug",602,9,-1,0,"unknown","no"
40,"admin.","divorced","secondary","no",212,"no","no","unknown",7,"jan",176,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",997,"yes","yes","cellular",21,"nov",81,1,-1,0,"unknown","no"
35,"management","married","tertiary","no",24,"yes","no","cellular",8,"apr",169,1,231,2,"failure","no"
70,"retired","married","tertiary","no",15834,"no","no","cellular",5,"apr",172,3,186,1,"failure","no"
46,"entrepreneur","single","tertiary","no",1410,"yes","no","cellular",19,"nov",93,1,189,8,"failure","no"
56,"retired","married","secondary","no",-113,"yes","yes","cellular",12,"aug",614,2,-1,0,"unknown","no"
37,"technician","married","unknown","no",47,"no","no","unknown",19,"jun",374,3,-1,0,"unknown","no"
42,"entrepreneur","married","tertiary","no",157,"yes","yes","unknown",7,"may",650,1,-1,0,"unknown","no"
35,"technician","married","secondary","no",13658,"yes","no","telephone",9,"dec",220,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",1005,"no","no","cellular",12,"may",215,1,-1,0,"unknown","no"
51,"management","divorced","tertiary","no",0,"no","no","cellular",13,"aug",60,2,-1,0,"unknown","no"
43,"technician","married","secondary","no",7876,"yes","no","cellular",11,"aug",209,2,-1,0,"unknown","no"
46,"management","divorced","tertiary","no",25,"no","no","unknown",26,"may",103,2,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",-119,"yes","no","cellular",22,"jul",167,3,-1,0,"unknown","no"
33,"blue-collar","single","primary","no",1,"yes","no","cellular",20,"apr",257,1,-1,0,"unknown","no"
30,"management","single","tertiary","no",19358,"no","no","cellular",19,"nov",258,2,-1,0,"unknown","no"
36,"management","divorced","tertiary","no",5195,"yes","no","unknown",2,"jun",55,25,-1,0,"unknown","no"
53,"technician","married","primary","no",6839,"yes","no","cellular",19,"nov",77,1,-1,0,"unknown","no"
48,"management","single","tertiary","no",414,"no","no","cellular",21,"jul",761,2,-1,0,"unknown","no"
34,"management","married","tertiary","no",-73,"yes","no","cellular",11,"jul",90,1,-1,0,"unknown","no"
45,"technician","married","secondary","no",999,"yes","no","cellular",20,"nov",215,6,188,2,"failure","no"
31,"services","married","secondary","no",-331,"yes","no","unknown",23,"may",203,5,-1,0,"unknown","no"
40,"management","married","tertiary","no",5,"yes","no","cellular",18,"nov",219,3,-1,0,"unknown","no"
34,"management","married","secondary","no",0,"no","no","cellular",2,"feb",270,1,-1,0,"unknown","no"
21,"student","single","unknown","no",137,"yes","no","unknown",12,"may",198,3,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",625,"yes","no","unknown",30,"sep",175,1,-1,0,"unknown","no"
32,"management","married","tertiary","no",-55,"yes","no","cellular",26,"aug",107,4,-1,0,"unknown","no"
30,"self-employed","married","secondary","no",1772,"yes","no","cellular",13,"apr",158,4,-1,0,"unknown","no"
40,"self-employed","married","tertiary","no",1603,"no","no","unknown",17,"jun",279,1,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",6,"yes","no","cellular",28,"jan",241,3,-1,0,"unknown","no"
31,"admin.","married","secondary","no",0,"yes","yes","unknown",6,"may",144,2,-1,0,"unknown","no"
39,"management","married","tertiary","no",12,"yes","no","unknown",23,"may",130,1,-1,0,"unknown","no"
30,"technician","single","secondary","no",790,"no","no","cellular",20,"aug",696,3,-1,0,"unknown","no"
44,"admin.","divorced","secondary","no",432,"no","no","cellular",9,"feb",132,3,-1,0,"unknown","no"
27,"unemployed","single","tertiary","no",1,"no","no","cellular",3,"feb",65,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",1649,"no","no","cellular",27,"may",204,2,-1,0,"unknown","no"
45,"technician","married","tertiary","no",265,"no","no","cellular",28,"aug",14,3,-1,0,"unknown","no"
38,"services","married","secondary","no",-314,"yes","no","unknown",28,"may",66,2,-1,0,"unknown","no"
44,"services","single","secondary","no",1378,"yes","no","unknown",8,"may",257,2,-1,0,"unknown","no"
34,"services","single","secondary","no",84,"yes","no","unknown",23,"may",299,1,-1,0,"unknown","no"
42,"management","single","tertiary","no",100,"no","no","cellular",7,"aug",64,2,-1,0,"unknown","no"
42,"blue-collar","divorced","secondary","no",1491,"yes","no","cellular",6,"may",203,2,334,2,"failure","no"
43,"blue-collar","married","secondary","no",667,"yes","no","unknown",7,"may",228,3,-1,0,"unknown","no"
36,"management","single","tertiary","no",339,"no","no","cellular",21,"nov",6,6,-1,0,"unknown","no"
41,"technician","single","secondary","no",618,"no","no","cellular",5,"feb",1056,1,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",75,"yes","no","unknown",16,"may",123,1,-1,0,"unknown","no"
35,"admin.","single","secondary","no",57,"no","yes","cellular",8,"jul",632,2,-1,0,"unknown","no"
28,"admin.","single","secondary","no",1323,"yes","no","unknown",3,"jun",361,1,-1,0,"unknown","no"
43,"admin.","divorced","secondary","no",738,"yes","no","cellular",21,"nov",585,4,191,4,"failure","no"
34,"management","married","tertiary","no",133,"yes","no","unknown",8,"may",65,1,-1,0,"unknown","no"
25,"admin.","single","tertiary","no",1420,"no","no","cellular",8,"apr",124,2,-1,0,"unknown","no"
32,"management","married","tertiary","no",0,"no","no","cellular",19,"nov",66,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",574,"yes","no","cellular",16,"jul",410,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",142,"yes","no","cellular",14,"may",123,1,360,3,"other","no"
49,"retired","married","primary","no",-37,"no","no","unknown",4,"jul",191,2,-1,0,"unknown","no"
55,"retired","married","secondary","no",159,"no","no","cellular",28,"aug",159,1,-1,0,"unknown","no"
41,"admin.","married","secondary","no",2993,"yes","no","cellular",22,"jul",24,12,-1,0,"unknown","no"
28,"technician","single","secondary","no",389,"yes","no","cellular",11,"may",15,7,-1,0,"unknown","no"
49,"unknown","married","secondary","no",0,"no","no","cellular",28,"aug",173,2,-1,0,"unknown","no"
43,"technician","married","secondary","no",297,"yes","no","cellular",14,"oct",119,3,-1,0,"unknown","no"
32,"technician","married","tertiary","no",3939,"no","no","cellular",8,"aug",209,2,-1,0,"unknown","no"
43,"management","married","secondary","no",-26,"yes","no","unknown",16,"may",343,1,-1,0,"unknown","no"
57,"management","married","tertiary","no",929,"no","no","cellular",19,"aug",387,8,-1,0,"unknown","no"
48,"management","single","tertiary","no",8106,"no","no","unknown",17,"nov",125,1,111,3,"failure","no"
39,"blue-collar","married","secondary","no",1045,"yes","yes","cellular",9,"jul",290,13,-1,0,"unknown","no"
40,"housemaid","married","secondary","no",4610,"no","no","cellular",14,"aug",154,2,-1,0,"unknown","no"
51,"admin.","married","secondary","no",2662,"no","no","telephone",28,"jan",148,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",4,"yes","no","cellular",16,"jul",285,5,-1,0,"unknown","no"
37,"management","married","tertiary","no",865,"yes","no","cellular",3,"jun",101,1,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",-674,"yes","no","unknown",5,"may",257,1,-1,0,"unknown","no"
54,"housemaid","married","unknown","no",0,"no","no","cellular",14,"apr",94,5,145,3,"other","no"
39,"technician","married","tertiary","no",794,"no","no","telephone",2,"feb",182,1,-1,0,"unknown","no"
34,"admin.","married","secondary","no",1671,"no","no","unknown",21,"may",160,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",343,"yes","no","unknown",14,"may",89,7,-1,0,"unknown","no"
58,"entrepreneur","married","secondary","no",2,"no","no","unknown",16,"jun",684,1,-1,0,"unknown","no"
30,"services","married","secondary","no",227,"no","yes","unknown",3,"jun",23,1,-1,0,"unknown","no"
30,"management","married","tertiary","no",1476,"yes","yes","unknown",3,"jun",199,4,-1,0,"unknown","no"
34,"technician","single","secondary","no",440,"yes","no","cellular",6,"may",445,2,345,2,"failure","no"
36,"technician","married","secondary","no",2394,"no","no","cellular",14,"aug",184,2,-1,0,"unknown","no"
39,"management","married","tertiary","no",0,"yes","no","unknown",2,"jun",46,2,-1,0,"unknown","no"
36,"self-employed","married","tertiary","no",16430,"yes","no","unknown",6,"jun",197,3,-1,0,"unknown","no"
58,"retired","divorced","primary","no",2538,"yes","no","cellular",31,"jul",307,6,-1,0,"unknown","no"
38,"unemployed","single","tertiary","no",0,"no","no","cellular",6,"feb",39,2,-1,0,"unknown","no"
34,"admin.","married","secondary","no",79,"yes","no","unknown",23,"may",83,1,-1,0,"unknown","no"
27,"blue-collar","married","secondary","no",2171,"yes","no","cellular",16,"apr",130,1,323,1,"other","no"
38,"technician","single","secondary","no",0,"yes","no","cellular",7,"apr",196,2,-1,0,"unknown","no"
36,"management","single","tertiary","no",3875,"yes","no","unknown",27,"may",21,5,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",975,"yes","no","cellular",13,"may",256,2,351,2,"failure","no"
50,"technician","divorced","secondary","no",-701,"yes","yes","cellular",24,"jul",148,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",1738,"yes","no","cellular",15,"apr",349,1,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",2039,"yes","no","cellular",18,"nov",283,2,-1,0,"unknown","no"
34,"technician","single","secondary","no",2178,"yes","no","cellular",26,"may",41,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1214,"no","no","cellular",3,"feb",39,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",13,"no","no","unknown",3,"jun",284,1,-1,0,"unknown","no"
36,"admin.","single","tertiary","no",980,"no","no","cellular",11,"nov",118,4,104,7,"failure","no"
31,"entrepreneur","married","tertiary","no",5191,"no","no","cellular",20,"nov",187,2,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",472,"yes","no","unknown",13,"may",907,2,-1,0,"unknown","no"
50,"housemaid","divorced","primary","no",94,"yes","no","cellular",22,"jul",184,4,-1,0,"unknown","no"
29,"technician","single","tertiary","no",218,"yes","no","cellular",12,"apr",169,1,-1,0,"unknown","no"
51,"blue-collar","divorced","primary","no",837,"no","no","telephone",30,"jul",41,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",13494,"yes","no","unknown",20,"jun",27,25,-1,0,"unknown","no"
30,"admin.","single","secondary","no",105,"yes","no","cellular",21,"nov",75,1,-1,0,"unknown","no"
42,"student","married","unknown","no",-7,"no","no","telephone",31,"jul",41,6,-1,0,"unknown","no"
36,"technician","married","secondary","no",474,"yes","no","unknown",27,"may",59,1,-1,0,"unknown","no"
31,"services","single","secondary","no",85,"no","no","cellular",16,"jul",151,1,-1,0,"unknown","no"
44,"management","divorced","tertiary","no",0,"no","no","cellular",10,"aug",71,1,-1,0,"unknown","no"
53,"retired","married","tertiary","no",-22,"yes","no","cellular",31,"jul",20,3,-1,0,"unknown","no"
47,"technician","married","secondary","no",-75,"yes","no","cellular",4,"feb",57,1,247,1,"other","no"
34,"technician","single","tertiary","no",228,"yes","no","cellular",22,"jul",387,4,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",174,"no","yes","cellular",15,"jul",90,1,-1,0,"unknown","no"
30,"student","single","secondary","no",4,"no","no","cellular",4,"feb",443,2,-1,0,"unknown","no"
36,"entrepreneur","married","primary","no",177,"yes","no","unknown",12,"may",63,5,-1,0,"unknown","no"
50,"self-employed","divorced","tertiary","no",59,"yes","no","unknown",28,"may",67,2,-1,0,"unknown","no"
31,"services","married","secondary","no",1062,"yes","yes","cellular",6,"apr",230,1,-1,0,"unknown","no"
56,"housemaid","married","primary","no",306,"no","yes","cellular",8,"jul",212,1,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",238,"yes","no","cellular",11,"may",238,2,361,5,"failure","no"
25,"technician","married","tertiary","no",914,"yes","no","cellular",12,"may",185,2,-1,0,"unknown","no"
58,"blue-collar","divorced","secondary","no",543,"no","yes","telephone",17,"jul",264,3,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",378,"yes","no","unknown",9,"may",514,1,-1,0,"unknown","no"
40,"services","single","secondary","no",1547,"yes","no","cellular",12,"may",88,2,173,1,"success","no"
31,"services","single","secondary","no",11386,"yes","no","cellular",20,"nov",356,1,-1,0,"unknown","no"
29,"admin.","single","secondary","no",428,"yes","yes","cellular",7,"may",54,1,345,2,"failure","no"
27,"blue-collar","single","primary","no",-179,"yes","no","cellular",15,"may",54,2,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",6411,"yes","yes","cellular",30,"jan",144,1,266,2,"failure","no"
33,"services","married","secondary","no",-333,"yes","no","cellular",30,"jul",329,5,-1,0,"unknown","no"
54,"management","divorced","tertiary","no",26306,"yes","no","cellular",11,"feb",27,1,84,3,"failure","no"
45,"unemployed","divorced","primary","yes",-249,"yes","yes","unknown",1,"jul",92,1,-1,0,"unknown","no"
56,"services","divorced","unknown","no",1877,"yes","no","unknown",30,"may",86,1,-1,0,"unknown","no"
43,"management","single","secondary","no",-228,"yes","yes","unknown",16,"may",122,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",300,"no","no","cellular",6,"feb",166,2,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",389,"yes","no","unknown",16,"jun",127,2,-1,0,"unknown","no"
42,"entrepreneur","married","primary","no",149,"no","no","cellular",20,"aug",94,2,-1,0,"unknown","no"
33,"technician","divorced","secondary","yes",10,"yes","yes","cellular",18,"nov",167,5,-1,0,"unknown","no"
54,"services","married","secondary","no",88,"yes","no","unknown",13,"may",190,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",0,"no","no","unknown",20,"jun",332,3,-1,0,"unknown","no"
34,"services","divorced","secondary","no",991,"yes","no","cellular",6,"may",89,1,344,1,"failure","no"
36,"management","married","tertiary","no",9269,"yes","yes","cellular",19,"nov",107,2,-1,0,"unknown","no"
58,"retired","married","secondary","no",502,"yes","no","cellular",12,"may",197,2,370,3,"failure","no"
43,"management","married","tertiary","no",1188,"no","no","cellular",27,"may",140,2,-1,0,"unknown","no"
36,"services","married","secondary","no",1328,"yes","no","unknown",6,"jun",82,4,-1,0,"unknown","no"
30,"housemaid","single","secondary","no",1924,"no","no","cellular",6,"feb",170,1,-1,0,"unknown","no"
46,"technician","married","secondary","no",499,"yes","no","cellular",31,"jul",37,10,-1,0,"unknown","no"
38,"technician","married","secondary","no",7696,"yes","no","cellular",20,"nov",386,2,-1,0,"unknown","no"
35,"technician","married","secondary","no",2189,"no","no","cellular",19,"nov",256,3,-1,0,"unknown","no"
32,"entrepreneur","married","primary","no",795,"no","no","cellular",8,"aug",131,3,-1,0,"unknown","no"
40,"management","married","tertiary","no",51,"no","no","cellular",19,"aug",164,2,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",420,"yes","no","unknown",9,"may",76,1,-1,0,"unknown","no"
52,"management","married","secondary","no",428,"yes","no","unknown",30,"may",153,1,-1,0,"unknown","no"
28,"management","single","tertiary","no",3238,"yes","no","unknown",19,"may",7,1,-1,0,"unknown","no"
35,"self-employed","single","secondary","no",1732,"no","no","telephone",21,"nov",1441,3,-1,0,"unknown","no"
56,"management","divorced","tertiary","no",2959,"yes","no","telephone",18,"may",325,1,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",79,"no","yes","cellular",20,"nov",104,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",757,"no","no","cellular",3,"feb",343,2,-1,0,"unknown","no"
30,"blue-collar","single","primary","no",71,"yes","no","unknown",19,"may",122,6,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",37,"yes","no","cellular",13,"may",24,2,362,1,"other","no"
53,"services","married","secondary","no",1378,"yes","no","cellular",18,"jul",91,2,-1,0,"unknown","no"
40,"services","married","secondary","no",9374,"yes","no","cellular",21,"nov",7,8,185,1,"failure","no"
69,"retired","married","primary","no",279,"no","no","telephone",12,"aug",26,1,-1,0,"unknown","no"
48,"management","married","tertiary","no",586,"yes","yes","cellular",6,"may",179,2,-1,0,"unknown","no"
27,"services","single","secondary","no",468,"yes","no","cellular",13,"may",109,1,-1,0,"unknown","no"
24,"student","single","secondary","no",1847,"no","no","cellular",9,"dec",390,1,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",33,"yes","no","cellular",18,"may",125,1,368,4,"failure","no"
51,"housemaid","divorced","tertiary","no",370,"yes","no","cellular",19,"aug",109,3,-1,0,"unknown","no"
75,"retired","married","secondary","no",26452,"no","no","telephone",15,"jul",219,2,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",1949,"yes","no","unknown",2,"jun",200,3,-1,0,"unknown","no"
31,"blue-collar","single","primary","no",-495,"yes","no","unknown",29,"may",334,2,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",284,"yes","yes","unknown",3,"jun",1030,6,-1,0,"unknown","no"
51,"unemployed","married","tertiary","no",1634,"yes","no","cellular",22,"jul",168,4,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",452,"yes","no","unknown",13,"may",139,4,-1,0,"unknown","no"
43,"technician","single","secondary","no",593,"yes","no","unknown",5,"may",55,1,-1,0,"unknown","no"
32,"services","married","secondary","no",-632,"yes","yes","cellular",20,"apr",18,5,-1,0,"unknown","no"
49,"services","married","secondary","no",1114,"no","no","cellular",17,"nov",283,1,-1,0,"unknown","no"
24,"retired","single","secondary","no",366,"no","yes","unknown",16,"may",234,2,-1,0,"unknown","no"
53,"management","married","tertiary","no",146,"no","no","unknown",30,"may",150,1,-1,0,"unknown","no"
49,"admin.","married","secondary","no",635,"no","no","cellular",25,"aug",220,3,-1,0,"unknown","no"
55,"retired","married","primary","no",4424,"no","no","cellular",5,"aug",67,4,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",60,"no","no","cellular",8,"may",487,2,367,2,"other","no"
56,"blue-collar","married","primary","no",151,"no","no","cellular",3,"feb",128,1,-1,0,"unknown","no"
56,"entrepreneur","divorced","primary","no",29,"no","no","cellular",29,"jan",52,2,227,1,"failure","no"
48,"technician","married","secondary","no",10655,"no","no","telephone",31,"jul",5,3,-1,0,"unknown","no"
51,"management","married","tertiary","no",2934,"yes","no","cellular",18,"nov",727,4,-1,0,"unknown","no"
34,"blue-collar","single","primary","no",464,"yes","no","cellular",18,"may",173,1,299,2,"other","no"
59,"unemployed","married","primary","no",0,"no","no","cellular",30,"jan",3025,2,-1,0,"unknown","no"
31,"blue-collar","single","primary","no",864,"yes","no","telephone",14,"may",113,2,-1,0,"unknown","no"
53,"technician","married","secondary","no",2647,"yes","no","unknown",30,"may",121,1,-1,0,"unknown","no"
38,"admin.","married","tertiary","no",669,"yes","yes","cellular",31,"jul",129,2,-1,0,"unknown","no"
79,"retired","divorced","unknown","no",2628,"no","no","telephone",8,"jul",220,7,450,2,"failure","no"
